Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,MntTotal,TotalCampAccepted,Customer_years
Graduation,Married,82224.0,0,0,83,1,6,9,5,3,57,902,1,7
Graduation,Together,83844.0,0,0,57,1,4,4,11,1,69,1574,1,8
2n Cycle,Married,17003.0,1,0,37,3,2,0,4,5,46,38,0,8
Graduation,Single,71163.0,0,0,30,1,3,8,12,1,26,960,0,7
Graduation,Single,33697.0,1,0,34,1,1,0,2,7,51,28,1,8
2n Cycle,Married,63564.0,0,0,0,1,10,10,7,6,67,1215,2,7
PhD,Together,83443.0,0,0,89,1,6,10,5,2,49,1497,0,8
PhD,Together,51518.0,0,1,92,2,3,2,10,3,63,449,0,8
Graduation,Widow,58330.0,0,1,87,1,6,4,13,4,46,1064,0,8
Graduation,Married,80952.0,0,0,20,1,8,5,11,8,52,1757,4,8
Graduation,Together,75507.0,0,0,56,1,8,6,6,3,42,1440,0,7
2n Cycle,Together,63855.0,0,0,28,1,7,3,13,4,43,1006,0,8
PhD,Together,62220.0,0,1,55,5,7,6,5,6,49,1226,1,9
Graduation,Married,58512.0,0,1,25,5,3,4,8,8,57,1171,0,8
Master,Married,40662.0,1,0,0,2,2,1,3,4,42,92,0,8
PhD,Married,38829.0,0,1,86,1,3,2,2,5,62,99,0,7
2n Cycle,Married,35523.0,1,0,8,2,3,0,3,7,40,66,0,8
Graduation,Single,79146.0,1,1,33,2,8,1,8,6,54,564,0,7
Master,Married,78285.0,0,0,13,1,6,4,10,3,33,1427,0,8
PhD,Single,31626.0,1,0,12,1,2,1,2,7,43,86,2,8
Graduation,Single,75127.0,0,0,92,1,2,11,5,1,69,833,0,7
Graduation,Married,48726.0,0,1,90,3,3,2,4,6,66,242,0,8
Graduation,Married,74985.0,0,0,8,1,3,6,7,2,44,1869,0,9
Graduation,Together,67430.0,0,0,6,1,11,5,12,6,34,1364,0,9
2n Cycle,Married,46891.0,0,1,91,1,2,1,4,4,56,183,0,8
Master,Married,62058.0,0,1,52,4,6,1,7,6,65,450,0,8
Graduation,Married,72063.0,0,1,3,2,5,2,12,2,42,758,0,8
PhD,Married,78939.0,0,0,57,1,8,5,6,3,70,1507,0,8
Graduation,Single,42720.0,1,1,9,8,7,3,7,8,56,654,1,8
Graduation,Married,33622.0,1,1,22,3,2,0,4,7,49,81,0,8
PhD,Together,6835.0,0,1,76,0,0,0,1,20,64,137,0,9
Graduation,Together,41452.0,1,1,86,1,1,0,2,7,68,16,0,8
PhD,Single,40760.0,0,1,64,2,2,1,3,6,56,93,0,8
PhD,Together,74250.0,0,0,90,1,2,11,4,1,63,1158,0,7
Master,Single,51124.0,1,1,79,2,1,0,3,3,66,43,0,8
Graduation,Single,72258.0,0,1,28,2,6,9,5,2,50,1525,0,8
PhD,Single,71466.0,0,0,86,1,4,4,10,1,47,1230,0,7
Graduation,Together,36283.0,1,1,42,2,1,0,3,4,45,29,0,7
Graduation,Single,20587.0,1,0,39,1,1,1,2,7,51,25,0,7
Graduation,Married,30467.0,1,0,8,1,1,0,2,7,49,24,0,7
Graduation,Together,31590.0,1,0,40,1,1,0,3,8,49,38,0,8
Basic,Married,20425.0,1,0,5,2,2,0,3,7,35,57,0,9
Master,Together,17144.0,1,1,96,5,3,0,4,7,61,47,0,7
PhD,Divorced,42564.0,0,1,28,6,6,8,4,7,53,813,2,8
Master,Married,43783.0,1,0,22,6,7,1,8,7,43,629,1,7
Graduation,Divorced,40780.0,0,1,30,4,7,1,5,9,45,377,0,9
Master,Together,62847.0,0,0,45,1,3,6,4,2,76,1612,0,8
PhD,Married,82017.0,0,0,58,1,5,4,7,2,64,729,4,9
Graduation,Single,16813.0,0,0,49,1,2,0,3,7,71,50,1,8
Graduation,Married,51267.0,1,1,37,4,3,3,5,4,43,270,0,8
Graduation,Single,46524.0,0,1,70,2,1,1,5,3,60,177,0,8
Master,Single,45183.0,0,0,33,1,4,1,7,7,59,315,1,8
PhD,Married,70421.0,0,1,98,3,10,3,7,6,67,767,0,7
2n Cycle,Divorced,60161.0,0,1,17,3,11,4,8,8,56,1071,0,9
Graduation,Together,73926.0,0,0,54,1,6,5,12,3,48,1580,0,8
Graduation,Married,19329.0,1,0,39,3,4,0,3,8,53,60,0,8
Master,Married,61872.0,0,1,81,4,4,4,9,4,51,573,0,8
Graduation,Widow,46984.0,1,1,71,1,1,0,3,5,65,41,0,8
Graduation,Married,34838.0,1,1,62,3,2,1,4,6,70,170,0,8
PhD,Single,82716.0,0,0,8,1,6,8,13,2,77,1167,0,8
Graduation,Married,48192.0,0,0,76,3,2,8,12,8,63,1526,4,8
Master,Married,49681.0,0,2,66,6,7,1,7,7,45,458,0,8
Master,Married,56850.0,0,1,83,1,1,1,3,2,50,63,0,7
Graduation,Married,55267.0,0,1,28,4,3,4,6,3,64,405,0,8
Graduation,Married,59666.0,1,1,87,7,3,2,8,8,49,1027,1,8
Graduation,Single,72504.0,0,1,43,2,5,9,6,2,49,1478,0,8
Graduation,Married,26872.0,0,0,0,1,1,1,2,6,40,72,0,8
Graduation,Single,21359.0,1,0,1,2,2,0,3,8,49,48,1,8
Graduation,Single,73170.0,0,0,1,1,5,4,6,2,46,726,0,7
Master,Married,52750.0,0,1,72,6,5,7,9,4,66,860,0,8
PhD,Together,91820.0,0,0,72,0,5,5,12,1,35,1497,0,8
PhD,Together,65968.0,0,1,12,2,5,4,7,3,51,495,0,7
Graduation,Married,30772.0,1,1,89,1,1,0,2,6,45,20,0,7
Graduation,Single,22507.0,0,0,67,3,10,2,4,9,67,570,0,9
Graduation,Married,65685.0,0,1,54,1,9,2,9,5,49,769,0,7
2n Cycle,Married,25804.0,1,0,34,2,2,0,3,8,43,55,0,8
PhD,Single,76412.0,0,0,15,1,5,4,8,3,41,1808,3,8
Graduation,Married,22063.0,1,0,43,2,2,0,3,7,49,55,0,8
Graduation,Single,57091.0,0,0,0,1,7,3,7,5,60,577,2,7
Graduation,Married,22419.0,0,0,74,1,3,2,2,8,58,162,0,8
Graduation,Together,87771.0,0,1,61,1,5,10,4,6,62,1957,5,8
2n Cycle,Divorced,78353.0,0,1,51,1,10,2,11,8,62,1576,0,8
Graduation,Married,93404.0,1,2,97,3,3,4,7,5,67,1616,2,8
Graduation,Divorced,37859.0,1,2,75,2,1,0,3,8,59,36,0,8
PhD,Widow,80995.0,0,1,83,1,8,9,4,4,63,1482,0,8
Graduation,Together,16529.0,1,0,23,1,1,0,3,6,37,22,0,7
PhD,Divorced,55412.0,1,1,65,1,2,0,3,5,45,63,0,8
Graduation,Single,48789.0,0,0,94,1,6,4,7,6,29,680,0,9
PhD,Together,56575.0,0,2,42,3,7,3,7,5,54,542,0,8
2n Cycle,Together,25130.0,1,0,10,2,2,0,3,7,41,50,0,8
Graduation,Married,35441.0,1,1,94,2,1,0,3,8,54,39,0,8
Graduation,Married,71391.0,0,1,50,5,6,5,12,3,65,1043,0,8
Master,Single,49494.0,1,0,46,2,6,1,5,7,49,385,0,8
Graduation,Divorced,81702.0,0,0,98,1,7,7,12,3,41,1633,0,9
2n Cycle,Single,45889.0,0,1,42,1,1,0,3,6,41,46,0,8
Graduation,Single,56628.0,0,1,30,2,7,6,5,5,44,761,1,7
Graduation,Together,34026.0,1,1,11,3,2,1,3,5,71,76,0,8
Graduation,Married,40049.0,0,1,61,3,3,2,6,5,47,290,0,9
Graduation,Single,34176.0,1,0,12,4,3,0,4,6,33,89,0,7
Graduation,Married,19419.0,1,0,76,4,4,0,3,9,40,70,0,9
2n Cycle,Married,82504.0,0,0,2,1,3,6,7,1,61,1066,0,8
Graduation,Together,81205.0,0,0,43,1,5,6,7,2,51,2009,4,7
2n Cycle,Single,61618.0,0,0,27,2,3,6,8,3,30,1345,0,9
Master,Single,55284.0,0,1,60,3,7,5,8,5,65,764,0,9
Graduation,Single,49980.0,0,1,79,2,3,1,5,5,58,195,0,8
Graduation,Married,15072.0,2,0,96,4,3,1,3,5,41,53,0,8
Graduation,Single,49166.0,0,1,17,2,5,3,3,6,47,368,0,8
PhD,Married,65324.0,0,1,0,3,6,2,9,4,67,544,0,7
2n Cycle,Married,82347.0,0,0,38,1,7,7,10,3,64,1853,2,9
PhD,Together,30843.0,1,1,43,2,1,1,2,5,55,35,1,7
PhD,Married,46374.0,0,1,1,3,7,1,7,8,47,446,3,7
Graduation,Single,60474.0,0,1,25,7,10,2,12,7,42,1180,0,8
Master,Married,38576.0,0,1,2,1,1,0,3,7,48,41,0,7
Graduation,Married,55357.0,2,0,66,3,6,2,11,5,36,727,0,8
Graduation,Together,37758.0,1,1,49,2,1,0,3,8,55,40,0,9
2n Cycle,Married,85710.0,0,0,5,1,6,9,10,2,32,1062,1,8
Graduation,Together,23228.0,1,0,71,2,2,0,3,8,52,40,0,7
Master,Together,44602.0,1,1,35,6,6,1,4,8,52,292,0,7
Graduation,Married,7500.0,0,0,94,1,0,0,3,6,34,15,0,8
2n Cycle,Together,38683.0,1,0,80,6,4,1,6,7,32,341,0,9
2n Cycle,Single,49514.0,1,0,61,2,6,1,4,7,46,369,0,8
PhD,Together,57906.0,0,1,29,3,4,2,8,4,48,401,0,8
Master,Single,43456.0,0,1,0,3,5,1,8,5,55,393,0,8
Master,Single,19485.0,2,0,80,1,1,0,2,7,35,10,0,8
Graduation,Together,53172.0,0,1,54,3,2,3,8,3,43,486,0,8
Graduation,Together,30545.0,1,0,71,2,2,0,3,7,42,69,0,9
PhD,Together,70123.0,0,0,27,1,5,7,4,3,38,1727,2,8
Graduation,Single,62450.0,0,1,61,2,5,5,4,3,62,995,1,7
Graduation,Together,21675.0,1,0,55,3,4,0,3,7,45,45,0,7
2n Cycle,Single,42395.0,1,1,35,4,3,1,4,7,40,182,0,7
Master,Together,61346.0,1,0,34,1,5,7,10,3,43,989,0,8
Graduation,Together,80812.0,0,0,95,1,4,8,5,2,68,1677,3,8
Master,Divorced,42835.0,1,1,64,7,6,6,4,6,50,595,0,8
Graduation,Married,39922.0,1,0,30,2,3,0,4,8,38,156,0,8
Master,Single,86424.0,0,0,12,1,6,9,12,1,65,1226,0,7
2n Cycle,Together,17117.0,1,0,96,4,3,1,3,9,43,128,0,8
Graduation,Single,24762.0,1,0,16,3,3,1,2,8,49,86,2,7
Graduation,Married,35797.0,0,1,16,2,2,0,3,8,46,68,0,9
Graduation,Divorced,36627.0,2,0,78,1,0,0,3,5,46,16,0,8
2n Cycle,Married,51111.0,1,1,83,2,2,0,3,6,40,55,0,7
PhD,Single,86857.0,0,0,96,1,5,6,10,2,49,2114,1,9
PhD,Together,82072.0,0,0,67,1,3,2,13,1,51,2018,0,8
PhD,Single,46231.0,2,1,87,4,6,1,4,9,68,263,0,9
Graduation,Married,42243.0,1,1,34,2,2,0,3,7,62,55,0,8
Graduation,Together,51195.0,1,1,46,8,9,2,5,8,59,564,0,8
Master,Single,68092.0,0,0,7,2,2,6,10,5,43,1281,0,8
Graduation,Married,31814.0,1,0,73,2,2,0,3,9,48,83,1,8
Master,Widow,51390.0,1,1,54,6,5,2,5,5,56,353,0,9
Graduation,Married,76630.0,0,0,93,1,3,10,11,1,38,1003,0,7
Basic,Single,26868.0,1,0,52,1,1,0,2,7,30,14,0,7
PhD,Divorced,48948.0,0,0,53,2,7,10,5,6,78,902,2,8
PhD,Single,55260.0,0,1,81,2,8,10,5,6,49,1139,0,9
Graduation,Together,64090.0,0,1,8,1,6,9,4,5,65,797,1,8
Graduation,Divorced,78331.0,0,1,97,2,10,6,7,4,63,1638,0,7
PhD,Married,37087.0,1,0,50,3,4,2,8,6,47,401,0,8
Graduation,Divorced,21846.0,1,0,38,4,4,0,3,8,35,84,0,8
Graduation,Married,81320.0,0,0,61,1,4,3,10,2,63,928,0,8
Graduation,Divorced,54137.0,0,1,46,2,4,1,4,6,51,203,0,8
Graduation,Together,66825.0,0,0,73,1,4,5,6,2,54,858,0,8
Graduation,Together,57100.0,0,0,19,1,3,3,6,3,48,409,0,8
Graduation,Together,58917.0,1,2,10,5,4,1,6,5,52,282,0,8
Graduation,Single,85072.0,0,0,94,1,3,4,10,0,44,1423,0,7
Graduation,Single,86429.0,0,0,10,0,7,4,7,2,60,1449,2,8
Graduation,Widow,45684.0,1,0,37,1,1,0,2,7,50,28,0,8
Graduation,Together,47889.0,1,0,94,1,2,0,3,5,47,67,0,7
PhD,Married,45921.0,0,0,23,1,2,1,6,4,35,199,0,7
PhD,Single,78420.0,0,0,75,1,3,10,8,1,55,1453,0,8
Graduation,Together,75114.0,0,0,40,1,3,10,5,2,29,1253,0,8
PhD,Widow,52278.0,0,1,24,6,10,5,10,8,58,1198,1,8
Master,Married,35641.0,1,0,11,2,3,1,4,7,49,178,1,8
Graduation,Single,95529.0,0,0,29,1,7,3,7,3,27,1990,2,9
Graduation,Married,62820.0,0,0,51,1,3,4,6,1,67,976,0,8
Master,Together,73113.0,0,0,86,1,3,4,7,2,61,1001,0,8
PhD,Married,84169.0,0,0,9,1,7,6,6,3,39,1919,3,8
2n Cycle,Single,42607.0,0,1,30,2,3,2,7,3,67,350,0,8
PhD,Single,74637.0,0,0,73,1,6,9,9,3,67,1650,1,8
PhD,Together,46015.0,1,1,25,1,1,0,3,7,66,46,2,7
Graduation,Single,72354.0,0,0,67,1,2,10,6,1,28,1228,0,8
Master,Single,39858.0,1,0,67,1,2,0,4,6,52,95,1,8
PhD,Married,34469.0,1,1,58,3,1,1,4,4,73,62,0,7
Graduation,Together,83033.0,1,0,82,1,11,4,10,5,35,1761,1,7
Master,Together,24401.0,0,0,98,3,6,1,6,8,42,467,0,9
Graduation,Married,77583.0,0,0,93,1,4,5,9,2,43,1149,1,7
2n Cycle,Single,74116.0,0,0,53,1,4,4,10,2,39,2052,1,8
Graduation,Single,74293.0,0,0,66,1,5,4,6,2,28,1127,0,7
PhD,Married,68397.0,0,1,6,1,6,9,5,3,45,1416,0,8
PhD,Together,79632.0,0,0,42,1,6,4,9,2,47,1113,0,7
Graduation,Single,46107.0,1,0,78,1,1,1,4,3,32,125,0,7
PhD,Single,64950.0,0,1,29,2,11,2,10,7,70,966,1,9
Basic,Married,25443.0,1,0,82,1,1,0,3,8,32,32,0,9
Graduation,Single,75127.0,0,0,92,1,2,11,5,1,69,833,0,7
PhD,Together,32892.0,1,0,78,2,3,0,3,8,50,46,0,7
Graduation,Together,71796.0,0,0,54,1,9,3,4,4,50,960,0,8
PhD,Married,67536.0,0,1,45,3,11,5,11,8,51,1829,1,8
Graduation,Single,55239.0,0,1,59,3,7,5,11,5,50,779,0,8
PhD,Divorced,60554.0,1,0,8,2,8,4,9,6,46,811,0,8
2n Cycle,Single,64831.0,1,1,51,8,6,3,5,6,69,1120,0,8
PhD,Together,56067.0,0,1,51,2,7,4,7,5,59,725,0,8
Graduation,Divorced,82025.0,0,0,76,1,3,2,6,1,38,1187,2,8
Graduation,Together,94384.0,0,0,62,0,5,8,5,2,68,2302,4,8
Basic,Single,14906.0,0,0,86,3,2,1,3,7,35,66,0,9
PhD,Married,51563.0,0,0,60,1,4,4,10,8,34,1250,2,9
2n Cycle,Married,57937.0,0,1,56,3,4,4,9,3,39,683,0,7
Graduation,Divorced,68274.0,1,1,83,2,4,2,5,3,42,305,0,8
Graduation,Together,39771.0,1,0,92,1,2,0,3,4,44,50,0,8
2n Cycle,Divorced,67893.0,0,1,31,2,3,2,9,8,46,995,0,9
PhD,Together,27922.0,1,0,80,1,2,0,3,4,42,41,0,7
PhD,Together,52190.0,1,1,39,3,2,1,3,5,45,77,1,7
Master,Divorced,44051.0,1,1,20,4,3,1,4,6,48,171,1,8
PhD,Single,42767.0,2,0,53,1,3,1,2,8,50,131,0,8
Master,Together,46106.0,1,1,84,1,1,1,2,6,45,54,0,7
PhD,Married,16927.0,1,1,50,5,3,0,4,8,45,53,0,8
Graduation,Married,59754.0,0,1,96,3,5,2,6,5,56,475,1,9
Graduation,Single,53700.0,0,1,94,4,5,5,8,5,69,694,0,9
Graduation,Married,59041.0,1,1,25,2,2,0,4,5,48,96,0,7
PhD,Divorced,54237.0,0,1,48,4,5,2,5,6,64,361,0,8
Graduation,Divorced,70647.0,0,1,65,2,4,7,13,2,54,1079,0,9
PhD,Single,52597.0,0,1,69,3,6,3,8,5,59,578,0,7
Master,Together,41021.0,1,0,12,2,2,0,3,6,52,64,1,9
PhD,Married,40233.0,0,1,84,5,2,1,5,6,46,149,0,8
Graduation,Married,50183.0,1,1,47,7,3,1,6,5,41,231,0,7
Graduation,Together,54753.0,0,1,87,3,5,2,11,4,62,728,0,8
Graduation,Married,92955.0,0,0,35,1,6,7,9,2,48,1778,3,8
Graduation,Married,33471.0,1,0,47,3,3,0,4,7,48,93,0,9
PhD,Married,34596.0,1,0,48,1,1,0,2,8,47,23,1,8
Graduation,Together,44010.0,1,0,46,6,10,2,6,9,41,662,0,9
Graduation,Married,84219.0,0,0,27,1,3,4,10,1,33,1198,0,7
PhD,Together,40706.0,2,1,37,4,3,0,4,7,53,81,0,8
2n Cycle,Married,15716.0,1,0,8,3,3,0,4,8,33,92,0,9
2n Cycle,Divorced,59052.0,0,1,29,3,7,1,7,5,62,491,0,8
Master,Together,80573.0,0,0,85,1,4,6,13,2,50,1564,0,9
Graduation,Married,83715.0,0,0,2,1,2,8,13,0,59,926,0,7
Master,Together,82576.0,0,0,66,1,2,4,12,1,62,1910,1,9
Master,Married,56962.0,2,1,60,7,6,3,5,7,56,411,0,8
Graduation,Married,35704.0,1,1,54,3,2,0,4,4,69,94,0,7
Graduation,Together,53103.0,0,1,70,5,10,6,7,7,67,1085,1,8
2n Cycle,Widow,46779.0,1,1,55,1,0,1,2,4,61,23,0,8
Graduation,Divorced,4861.0,0,0,20,0,0,0,0,14,56,6,0,7
Master,Divorced,33462.0,1,0,78,1,2,0,3,7,42,54,0,8
Graduation,Divorced,63693.0,0,1,63,3,11,6,9,6,43,1150,0,8
Graduation,Married,80763.0,0,0,17,1,5,11,6,3,71,1415,3,8
PhD,Married,65352.0,0,1,43,2,4,2,8,4,47,405,0,8
PhD,Married,82170.0,0,0,13,1,5,6,7,2,43,1908,0,8
Graduation,Married,75759.0,0,0,46,1,9,7,9,5,52,2486,4,8
2n Cycle,Single,79689.0,0,0,65,1,4,9,13,2,45,1315,0,8
PhD,Widow,35340.0,1,1,1,2,2,0,3,5,65,45,0,7
Graduation,Divorced,85683.0,0,0,6,1,2,4,10,1,67,1789,5,7
2n Cycle,Married,24884.0,1,0,32,1,0,0,3,7,49,19,0,9
Master,Together,42021.0,1,0,34,5,10,1,6,9,40,573,1,9
Graduation,Single,64449.0,1,0,70,4,5,3,12,4,32,805,0,7
Graduation,Divorced,64587.0,1,1,49,2,1,1,4,3,67,108,0,7
Graduation,Single,34824.0,0,0,65,1,1,0,2,6,26,23,0,7
Graduation,Together,75437.0,0,0,25,1,8,4,10,6,43,1493,1,8
Graduation,Together,26091.0,1,1,84,3,2,1,3,5,64,89,0,7
Graduation,Married,52845.0,1,0,7,3,8,8,6,6,48,936,1,8
Graduation,Divorced,46086.0,0,1,34,4,3,1,8,4,65,343,0,8
PhD,Widow,78028.0,0,1,38,1,6,4,9,7,65,528,3,9
PhD,Single,95169.0,0,0,1,1,4,3,4,1,34,1901,3,8
2n Cycle,Married,56337.0,1,1,25,5,8,5,4,8,40,724,3,8
Graduation,Together,22434.0,1,0,25,2,2,0,3,8,34,58,0,8
PhD,Married,36930.0,0,1,50,5,5,2,4,8,67,297,0,8
Graduation,Single,36130.0,0,1,46,6,3,8,4,4,67,488,2,8
Master,Married,65569.0,0,1,96,2,6,5,10,3,68,859,0,9
Graduation,Together,83844.0,0,0,57,1,4,4,11,1,69,1574,1,8
Graduation,Married,19514.0,1,1,47,4,3,1,2,8,53,69,1,7
PhD,Single,36736.0,1,1,52,1,1,0,2,6,58,17,0,8
Graduation,Together,77568.0,0,1,30,1,10,2,8,5,42,2194,3,9
PhD,Together,49187.0,0,1,63,1,1,1,5,2,45,116,0,7
Graduation,Single,30168.0,1,0,51,7,6,1,4,9,43,279,0,8
Master,Together,34053.0,0,1,14,1,3,0,3,8,53,103,0,9
Master,Married,38196.0,1,1,20,3,2,0,4,5,50,44,0,7
Master,Married,59412.0,0,0,56,1,4,2,8,3,70,406,0,7
2n Cycle,Married,70924.0,0,0,41,1,6,6,7,3,56,1363,1,7
Graduation,Together,54165.0,0,0,72,1,2,1,7,2,52,236,0,8
Graduation,Married,32300.0,1,0,1,1,1,0,3,8,48,39,0,8
Graduation,Single,20180.0,0,0,27,1,2,1,4,7,45,137,0,8
Graduation,Married,34961.0,1,0,77,3,3,1,3,7,48,79,0,7
PhD,Together,28440.0,1,0,87,1,2,0,3,8,47,63,0,8
PhD,Together,64504.0,1,2,81,7,11,3,4,7,68,1314,1,8
Master,Together,33564.0,0,1,51,1,1,1,3,5,55,71,0,7
Graduation,Married,17345.0,1,0,79,2,2,1,2,8,43,58,0,9
PhD,Married,56320.0,0,1,11,3,5,4,9,4,54,702,0,8
Graduation,Single,28647.0,1,0,54,1,2,2,2,7,43,94,2,8
Basic,Single,15038.0,1,0,93,2,2,1,2,9,34,80,0,8
PhD,Divorced,32173.0,0,1,0,1,1,0,3,4,63,22,0,8
2n Cycle,Together,68316.0,0,1,54,5,10,7,10,6,57,1211,0,9
Graduation,Together,74538.0,0,0,21,1,8,8,5,3,50,1461,2,8
Graduation,Single,91700.0,0,0,58,1,8,6,5,3,50,1968,1,8
Graduation,Together,68695.0,0,0,3,1,4,4,7,2,52,1091,0,7
2n Cycle,Married,31056.0,1,0,99,1,1,0,3,8,44,55,0,8
Graduation,Married,79593.0,0,0,70,1,5,6,7,2,48,1366,1,7
Graduation,Single,28071.0,0,0,65,2,5,1,5,8,41,313,0,9
PhD,Together,37334.0,1,1,44,4,3,0,4,4,63,62,0,7
Master,Single,46423.0,1,1,6,3,2,0,4,7,49,92,0,8
PhD,Married,37126.0,1,0,9,1,1,2,2,6,50,72,2,7
Graduation,Married,47703.0,0,1,95,4,6,3,8,5,68,655,0,8
Graduation,Married,61180.0,0,1,70,2,5,5,6,3,62,704,1,7
Graduation,Married,38998.0,1,1,92,3,2,0,3,8,67,54,0,9
Graduation,Single,8028.0,0,0,62,15,0,1,0,19,30,178,0,9
Graduation,Together,76081.0,0,0,85,1,4,5,4,2,59,1033,1,7
Graduation,Together,34728.0,1,0,2,1,1,1,2,6,35,36,1,8
Master,Single,33168.0,0,1,0,3,2,1,4,7,56,122,0,9
Master,Married,33585.0,0,1,91,1,2,0,4,4,55,122,0,8
PhD,Married,77037.0,0,1,3,1,7,7,12,3,61,1123,0,8
Graduation,Together,35196.0,1,0,68,6,6,1,5,8,37,497,1,9
Graduation,Married,44529.0,0,1,98,6,6,2,11,5,55,691,1,8
2n Cycle,Married,70924.0,0,0,41,1,6,6,7,3,56,1363,1,7
PhD,Together,28764.0,1,1,16,1,1,0,2,8,55,12,1,7
PhD,Married,69098.0,0,0,82,1,7,8,9,5,72,2440,0,8
2n Cycle,Divorced,25959.0,1,1,1,2,1,2,2,6,51,56,1,8
Master,Married,27100.0,1,0,64,1,1,0,3,7,38,37,0,8
Graduation,Single,70596.0,0,0,68,1,3,5,12,2,36,968,0,9
Graduation,Married,42557.0,0,1,98,4,6,1,4,8,47,270,0,9
PhD,Married,53312.0,0,0,32,1,5,1,5,7,70,278,0,8
Graduation,Single,72228.0,0,0,87,1,6,7,8,3,69,1250,0,9
Graduation,Together,67605.0,0,0,84,1,2,8,6,1,34,938,0,8
Master,Married,62845.0,1,1,3,11,3,4,10,8,72,1178,1,9
Graduation,Together,65196.0,0,2,34,2,7,6,11,5,63,1155,1,8
PhD,Single,42000.0,0,0,23,2,5,2,11,5,34,653,1,8
PhD,Divorced,35860.0,1,1,37,2,1,1,2,5,48,49,1,7
PhD,Married,65526.0,0,1,22,1,4,4,8,2,57,506,0,7
Graduation,Married,16860.0,1,1,19,3,1,1,3,7,60,38,0,9
Graduation,Single,83528.0,0,0,7,1,4,10,8,1,29,1650,3,7
2n Cycle,Divorced,64176.0,0,1,52,8,8,9,8,6,56,1826,0,9
Graduation,Divorced,22304.0,0,0,91,1,1,0,2,8,65,18,0,9
Graduation,Married,67023.0,0,0,93,1,3,7,13,2,43,906,0,7
PhD,Together,32892.0,1,0,78,2,3,0,3,8,50,46,0,7
Graduation,Together,70713.0,0,1,23,6,5,6,8,3,55,1477,0,9
Graduation,Together,59925.0,0,1,83,3,9,2,9,6,66,766,0,9
Graduation,Married,39722.0,0,1,92,2,2,0,3,5,68,47,0,7
Graduation,Together,46610.0,0,0,4,1,6,1,6,6,63,467,0,8
Graduation,Together,88347.0,0,0,32,1,4,7,9,1,60,2116,1,8
PhD,Married,87171.0,0,0,27,1,6,7,11,2,40,1298,2,8
2n Cycle,Together,26907.0,1,1,10,2,1,0,3,7,45,22,0,8
Master,Single,50014.0,1,0,9,2,4,1,8,5,53,396,0,7
PhD,Married,41014.0,1,0,65,1,1,0,2,7,43,20,0,8
Graduation,Single,66294.0,0,0,68,1,4,3,5,2,56,967,0,7
Graduation,Married,36715.0,1,0,16,6,7,2,4,9,50,357,1,9
Graduation,Married,79456.0,0,0,12,1,5,6,4,3,65,1401,1,9
Graduation,Together,40479.0,1,0,95,1,0,0,3,4,39,15,0,8
Master,Single,75345.0,0,0,16,1,5,8,6,3,51,2087,2,8
Graduation,Married,54233.0,0,1,46,4,11,6,5,8,44,981,0,8
Graduation,Single,24163.0,1,1,3,2,1,0,3,4,51,17,0,8
PhD,Together,84460.0,0,0,80,0,9,9,4,5,63,523,5,8
Graduation,Together,43776.0,1,0,77,1,1,0,2,6,38,23,0,7
PhD,Single,71691.0,0,0,0,1,4,7,5,2,63,1192,1,7
PhD,Married,85844.0,0,0,62,1,6,6,7,2,48,1958,1,7
PhD,Single,39190.0,1,0,91,2,2,1,4,5,47,133,0,7
Graduation,Together,71367.0,0,0,24,1,4,5,7,2,62,777,0,8
PhD,Single,38578.0,1,1,2,3,3,0,3,8,49,73,0,8
PhD,Married,57236.0,1,1,22,3,2,1,4,3,56,121,0,7
Graduation,Single,61825.0,0,1,56,1,4,2,8,4,42,424,0,8
Graduation,Divorced,79803.0,0,1,54,1,4,3,5,1,63,868,0,7
2n Cycle,Single,80910.0,0,0,71,1,3,3,8,1,35,756,0,9
Master,Together,27590.0,1,0,38,1,1,0,2,7,39,12,0,8
Graduation,Married,56775.0,0,1,62,2,5,8,10,5,42,937,0,8
Graduation,Divorced,83829.0,0,0,78,0,4,7,6,1,46,1862,4,8
2n Cycle,Married,54210.0,0,1,18,2,4,1,7,5,42,367,0,8
Graduation,Married,38508.0,1,0,95,6,7,2,5,8,35,443,0,8
Graduation,Together,53187.0,1,0,66,2,4,1,6,5,51,267,0,8
Graduation,Married,30023.0,1,0,28,1,2,0,3,8,49,61,0,7
PhD,Single,76045.0,0,0,78,1,4,5,11,2,61,1323,1,8
PhD,Married,50870.0,0,1,13,1,2,0,3,5,69,63,0,7
2n Cycle,Married,15315.0,0,0,27,2,2,0,4,5,51,64,0,8
2n Cycle,Married,65463.0,1,0,17,2,6,2,9,5,47,562,1,7
Graduation,Married,66480.0,1,1,71,7,4,1,7,4,56,312,0,7
Graduation,Divorced,76773.0,0,0,79,1,2,2,11,1,67,1156,0,8
2n Cycle,Single,81698.0,0,0,1,1,8,2,5,5,38,1104,2,8
PhD,Single,54466.0,1,1,78,1,1,0,2,5,48,16,0,7
Master,Single,98777.0,0,0,23,0,4,6,9,1,61,2008,1,7
PhD,Single,16269.0,1,0,75,3,3,0,3,8,37,44,0,8
Graduation,Together,71819.0,0,1,70,3,3,3,5,6,50,1574,2,8
PhD,Married,33569.0,1,0,10,1,1,1,2,8,38,63,2,8
